planet_name,orbital_period,planet_radius,planet_mass,star_temperature,star_radius,distance
HD 68402 b,1103,12.6,2510.844415,5950,1.02,78.4293
HD 68475 b,7832,12.8,1639.99458,5022,0.79099,33.4297
HD 6860 b,663.87,11.9,8981.830782,3802,86.4,61.12469
HD 68988 b,6.27711,13.4,626.1251,5932,1.19,60.8447
HD 68988 c,16000,12.2,4776.960957,5883.41,1.255733,60.8447
HD 69123 b,1193.3,13.1,982.0897776,4842,7.72,75.116
HD 69830 b,8.667,3.17,10.2,5385,0.886947,12.5591
HD 69830 c,31.56,3.46,11.8,5385,0.886947,12.5591
HD 69830 d,197,4.45,18.1,5385,0.886947,12.5591
HD 70573 b,851.8,12.8,1900,5737,0.976919,59.182
HD 70642 b,2124.54,13,1239.530787,5732,0.984,29.276
HD 7199 b,615,,3639.13526,5371,0.97,36.1531
HD 72490 b,858,13.5,561.92344,4934,4.96,126.339
HD 72659 b,3549,13.2,949.6712801,5929,1.36,51.8949
HD 72659 c,35500,12.1,6165.871096,5929,1.36,51.8949
HD 72892 b,39.44603,12.8,1737.885729,5688,1.22,69.7311
HD 73256 c,2690,12.2,5085.254512,5570,0.944723,36.708
HD 73267 b,1257.99159,13,1321.530516,5387,0.909,50.4093
HD 73267 c,17071.78045,12.8,1630.777556,5387,0.909,50.4093
HD 73344 b,15.611,2.884,10.48,6252.6,1.22,35.26
HD 73344 c,65.94,13.5,118.5499958,6148,1.22,35.26
HD 73344 d,5823,13.2,810.4624379,6148,1.22,35.26
HD 73526 b,188.3,13.1,978.9164,5601,1.53,97.2396
HD 73526 c,379.1,13.3,715.09,5601,1.53,97.2396
HD 73534 b,1750,13.7,353.42696,4917,2.58,83.3321
HD 73583 b,6.398042,2.79,10.2,4511,0.65,31.5666
HD 73583 c,18.87974,2.39,9.7,4511,0.65,31.5666
HD 74156 b,51.63564,13.5,532.3625817,6068,1.510576,57.603
HD 74156 c,2448.48726,12.5,2753.983147,6068,1.510576,57.603
HD 7449 b,1270.55195,12.6,2597.929399,6024,0.97,38.662
HD 74698 b,15.017,5.12,23,5783,1.333,52.0648
HD 74698 c,3449,14,126,5783,1.333,52.0648
HD 75289 b,3.50927,14.2,155.7367,6117,1.23,29.1158
HD 75302 b,4356,12.8,1716.273398,5697.46,0.940904,30.3288
HD 75784 b,341.2,13.8,317.83,4867,3.4,85.4321
HD 75784 c,7900,12.8,1792.5612,4867,3.4,85.4321
HD 75898 b,422.82,13.2,810.4624379,6122,1.55,78.0505
HD 75898 c,6717,12.6,2698.363175,6122,1.55,78.0505
HD 76700 b,3.97097,9.6,66.7443,5644,1.37,60.8831
HD 76920 b,415.891,13.1,994.8029139,4664,8.33,184.031
HD 77338 b,5.7361,4.12,15.9,5341,0.97,45.935
HD 77946 b,6.527363,2.89646124,10.9,6007,1.3174,99.451
HD 79181 b,273.1,14.1,203.4101805,4862,11.06,103.335
HD 7924 b,5.39792,,2058.256764,5131,0.78,16.9922
HD 7924 c,15.299,,1762.676345,5075,0.7821,16.9922
HD 7924 d,24.451,,1568.16536,5075,0.7821,16.9922
HD 79498 b,1807,13.6,425.8922,5748,1.05,48.9489
HD 80606 b,111.436765,11.56766808,1323.46927,5565,1.05,66.4711
HD 80653 b,0.719573,1.613,5.72,5959,1.22,109.86
HD 80869 b,1752.92067,12.8,1609.800881,5837,1.062,85.3951
HD 80883 b,6383.78352,12.8,1748.056239,5177.91,0.814842,34.6011
HD 80913 b,10839.83341,12,7505.200003,6013.24,1.6542,61.3603
HD 81040 b,1002.7,12.6,2301.077667,5755,0.91,34.4341
HD 81688 b,183.93,13.5,525.6881852,4797,11.13,85.7183
HD 81817 b,1021.20159,12,7668.563804,4140,83.8,269.126
HD 81817 c,622.97802,12,7185.782454,4140,83.8,269.126
HD 82886 b,705,13.3,740.5439,4953,5.26,127.061
HD 82943 b,441.47,13.5,534.25,5935,1.1826,27.5902
HD 82943 c,220.078,13.4,622.603,5935,1.1826,27.5902
HD 8326 b,158.991,9.58,66.6,4914,0.783181,30.6862
HD 83443 b,2.985628,14.1,127.7670196,5442,0.94,40.8991
HD 83443 c,8241,13.6,476.7426105,5442,0.94,40.8991
HD 8535 b,1313,14,216.1244,6136,1.19,55.4401
HD 85390 b,799.52,6.16,31.46517,5186,0.8,33.5225
HD 85426 c,35.73,3.19,10.3,5746,1.1303,53.974
HD 8574 b,227,13.4,645.1949,6064,1.38,44.8264
HD 86065 b,25775.78859,12.5,2877.300569,4927.56,0.780347,40.3661
HD 86081 b,2.1378431,13.6,470.3884,5939,1.46,103.936
HD 86226 b,1628,14.3,143.0235,5863,1.053,45.683
HD 86226 c,3.98442,2.16,7.25,5863,1.053,45.683
HD 86264 b,1488.79123,12.5,3117.261016,6210,1.88,67.8107
HD 86728 b,31.1515,3.03,9.43,5610,1.237,14.9202
HD 8673 b,1644.69097,12.3,4210.590736,6389.05,1.50225,37.8619
HD 86950 b,1270,13,1144.188,4805,8.8,209.839
HD 87646 b,13.481,12.4,3941.092,5770,1.55,73.58352
HD 87816 b,484.17,12.7,2142.163463,4989,9,133.233
HD 87816 c,7596,12.4,3877.506565,4989,9,133.233
HD 87883 b,3006,12.7,2005.497248,4980,0.798557,18.2912
HD 88072 b,18538.79293,12.6,2511.797901,5785.33,1.032,35.9098
HD 88133 b,3.414884,13.8,324.1866,5392,2.2,73.6123
HD 88986 b,146.05,2.49,17.2,5861,1.543,33.2673
HD 89307 b,2166,13.4,642.0133821,5955,1.1,32.0104
HD 89345 b,11.8143,7.39794,34.9613,5576,1.747,132.345
HD 89744 b,256.78,12.6,2653.8805,6291,2.13257,38.6364
HD 89839 b,3391.2,12.8,1748.056239,6314,1.28588,57.3063
HD 90156 b,49.77,4.43,17.98,5599,0.920286,21.9496
HD 9174 b,1179,13.7,352.7913,5577,1.67,81.4893
HD 92788 b,325.803,13,1195.0408,5744,1.14,34.6538
HD 92788 c,11611.2975,13,1166.4361,5744,1.14,34.6538
HD 93083 b,144.72,14.3,143.3406116,5033.8,0.837,28.5159
HD 93351 b,2.45946,1.69,3.49611248,5408,0.911435,56.163
HD 93351 c,14010.2941,12.3,4154.017279,5408,0.911435,56.163
HD 93385 b,7.3426,1.88,4.2,5977,1.18484,43.3475
HD 93385 c,13.18,2.56,7.1,5977,1.18484,43.3475
HD 93385 d,45.85,2.89,8.7,5977,1.18484,43.3475
HD 93963 A b,1.0376109,1.46954368,2.8,5908,1.0311,82.3432
HD 93963 A c,3.6451389,3.11976057,18.4,5908,1.0311,82.3432
HD 9446 b,30.052,14,222.472,5793,1,50.3503
HD 9446 c,192.9,13.4,578.426,5793,1,50.3503
HD 94771 b,2164,14.2,169,5631,1.903,57.7807
HD 94834 b,1576,13.7,400.4658,4798,4.2,98.1609
HD 94890 b,824.61,13.3,676.9745069,4867,10.71,61.7012
HD 94890 c,2492.19,12.5,2831.851106,4867,10.71,61.7012
HD 95086 b,,12.9,1589,7595,1.48667,86.2279
HD 95089 b,464.4,13.7,400.4658,4918,5.08,136.957
HD 95089 c,1785,13.1,1096.5135,4918,5.08,136.957
HD 95127 b,482,12.4,3378.5329,4218,41.01,676.579
HD 95338 b,55.082694,4.27174254,42.9,5097,0.868,36.9941
HD 95544 b,2041.54152,12.8,1913.644839,5722,1.088,87.8049
HD 95735 c,2946,3.76,13.6,3719,0.3685,5.675773
HD 95872 b,4375,13,1188.6842,5312,0.84,72.2195
HD 96063 b,362.5,13.7,403.6441,5020,4.75,140.065
HD 96127 b,647.29999,12.1,6661.7168,3943,51.1,587.659
HD 96167 b,498.04,14,227.88411,5733,1.94,85.3006
HD 96700 b,8.1245,2.93,8.9,5845,1.16,25.4111
HD 96700 c,19.88,1.69,3.5,5845,1.16,25.4111
HD 96700 d,103.5,3.61,12.7,5845,1.16,25.4111
HD 96992 b,514,13.7,362.3262,4725,7.43,396.082
HD 97037 b,6449.08337,12.1,6707.76853,5874.1,1.26356,32.413
HD 97048 b,,13.3,794.575,10000,2.25,183.857
HD 97658 b,9.4897116,2.12,8.3,5212,0.728,21.5618
HD 98219 b,433.8,13.4,624.21812,4925,4.6,113.704
HD 98649 b,5384,12.5,3082.935548,5759,1.01,42.1727
HD 98736 b,968.8,13.3,740.5439,5271,0.93,32.4459
HD 99109 b,439.29999,14.3,139.8452,5282,0.98,54.7901
HD 99283 b,310.4,13.8,308.2935548,4886,11.21,111.093
HD 99492 b,17.0503,5.44,25.5,4929,0.822539,18.2038
HD 99492 c,95.233,4.42,17.9,4929,0.822539,18.2038
HD 99706 b,841,13.7,390.9309,4862,5.52,146.6
HD 99706 c,1278,12.8,1808.4527,4891,5.4,146.6
HIP 105854 b,184.2,12.6,2606.1,4780,10.305119,78.6381
HIP 107772 b,55.199,3.64,12.9,4006,0.513922,23.6434
HIP 107773 b,144.3,13.4,629.3034,4945,11.6,105.18
HIP 109384 b,499.48,13.5,495.8148,5180,0.831075,58.9582
HIP 109600 b,232.08,13.2,851.7844,5530,0.971958,66.3361
HIP 111909 b,487.08,13.7,384.5723725,4891,4.53,88.077
HIP 111909 c,893.63,13.9,257.4410097,4891,4.53,88.077
HIP 113103 b,7.610303,1.829,4,4930,0.742,46.2122
HIP 113103 c,14.245648,2.4,6.35,4930,0.742,46.2122
HIP 114933 b,1481.6,13.4,616.5871096,4823,5.27,101.766
HIP 116454 b,9.1004157,2.469,9.7,5048,0.758,62.4491
HIP 12961 b,57.435,13.2,114.4188,3901,0.65,23.371
HIP 14810 b,6.673892,13,1239.537,5544,1.07,50.48
HIP 14810 c,147.747,13.6,416.3573,5544,1.07,50.48
HIP 14810 d,981.8,14.1,187.5197,5544,1.07,50.48
HIP 18606 b,674.94,14,244.7278734,4860,4.83,47.0288
HIP 19976 b,50.65905,4.94,21.61233168,4316,0.772319,40.2707
HIP 21152 b,22000,12,7627.881768,6655,1.59186,43.4073
HIP 29442 c,3.5379559,1.551,4.5,5289,0.98,68.192
HIP 29442 d,6.429575,1.538,5.14,5289,0.98,68.192
HIP 34222 b,159.986,13.9,263.7975778,4050,0.6186,22.8386
HIP 35173 b,41.516,3.61,12.7,4881,0.773404,33.1562
HIP 35965 b,26125.56497,12.6,2589.983689,4836,0.697551,50.1677
HIP 38594 b,60.722,2.77,8.1,4086.3,0.626646,17.7886
HIP 38594 c,3477.768,7.94,48.4,4086.3,0.626646,17.7886
HIP 39017 b,31000,12,7500.750405,7201,1.51987,66.3217
HIP 41378 b,15.57208,2.595,6.89,6320,1.273,106.289
HIP 41378 c,31.70603,2.727,4.4,6320,1.273,106.289
HIP 41378 d,278.3618,3.54,4.6,6320,1.273,106.289
HIP 41378 e,369,4.92,12,6320,1.273,106.289
HIP 41378 f,542.07975,9.2,12,6320,1.273,106.289
HIP 41378 g,62.06,2.54,7,6320,1.273,106.289
HIP 4845 b,34.15,3.89,14.4,4010,0.603999,21.0974
HIP 48714 b,17.818,5.11,22.9,4015.5,0.595456,10.5298
HIP 5158 b,345.72,13.6,451,4962,0.75,51.6026
HIP 5158 c,9017.76,12.2,4780.1632,4813,0.754089,51.6026
HIP 54373 b,7.76,2.87,8.62,4021,0.564998,18.7168
HIP 54373 c,15.144,3.57,12.44,4021,0.564998,18.7168
HIP 54515 b,33000,12.2,5625.562804,8100,1.64915,82.8101
HIP 54597 b,3274,13.3,762.7881768,4799,0.66,39.7429
HIP 55507 b,5138.43727,12.6,2585.534091,4171,0.723643,25.4893
HIP 56640 b,2675.57603,12.7,2151.698315,4769,4.93,122.324
HIP 57274 b,8.1352,,3359.446262,4510,0.78,25.8618
HIP 57274 c,32.03,14.2,130,4640,0.68,25.8618
HIP 57274 d,431.7,14.2,167.4,4640,0.68,25.8618
HIP 5763 b,30.014,14.2,162.0924876,4352,0.750378,31.9043
HIP 63242 b,124.6,12.5,2917.56,4830,10.275655,156.456
HIP 65 A b,0.9809734,22.75427,1021.18779,4590,0.7242,61.7856
HIP 65407 b,28.125,14.3,136.03124,5460,0.952252,61.7804
HIP 65407 c,67.3,13.9,249.17872,5460,0.952252,61.7804
HIP 65426 b,,16.8135,2860.47,8840,1.77,108.875
HIP 65891 b,1079.55726,12.8,1871.37366,5000,8.93,150.292
HIP 66074 b,310.9,12.9,1589.142035,4300,0.69,35.4438
HIP 67522 b,6.9594731,9.9872018,71.4,5675,1.38,127.28
HIP 67522 c,14.334892,7.93595834,48.3,5675,1.38,127.28
HIP 67537 b,2523.64713,12.3,4309.117542,4985,8.69,116.046
HIP 67851 b,89.23,13.7,365.5026681,4840,5.45,64.1181
HIP 67851 c,3128.41,12.7,2204.775659,4840,5.45,64.1181
HIP 70849 b,3649,12.9,1430.227832,4105,0.633112,24.0572
HIP 71135 b,87.19,4.55,18.8,4146,0.681296,32.3311
HIP 74890 b,822.3,13.3,762.792,4850,5.77,78.6562
HIP 75092 b,926.4,13.5,568.9128485,4891,4.53,81.6696
HIP 77900 b,,12.1,6674.396547,13646,,150.862
HIP 78530 b,,12,7300,10500,2.10876,136.759
HIP 79098 AB b,,12.1,6515.515,9193.75,,145.798
HIP 79431 b,111.7,13.4,667.415,3191,0.478625,14.5324
HIP 81208 C b,104100,12.3,4703.860424,,,147.533
HIP 8152 b,10.751014,2.53625843,8.9,5618,0.9603,101.694
HIP 8152 c,19.60562,2.52442508,10.7,5618,0.9603,101.694
HIP 8541 b,1852.14387,12.6,2451.728332,4672,6.84,155.121
HIP 86221 b,2.224,14,225.658169,,,29.4898
HIP 90988 b,455.73816,13.4,668.0753115,4883,3.94,94.0349
HIP 91258 b,5.0505,13.7,346.4347,5519,0.89,45.8846
HIP 94235 b,7.713057,3,379,5991,1.08,58.5146
HIP 948 b,24955.45756,12.1,6547.265184,4497,0.688488,34.8523
HIP 9618 b,20.772858,3.82838127,8.3,5649,0.9593,67.5478
HIP 9618 c,52.56363,3.42855926,7,5649,0.9593,67.5478
HIP 97166 b,10.288914,2.4801338,19.1,5216,0.8418,65.9501
HIP 97166 c,16.432,2.75,8,5216,0.8418,65.9501
HIP 97233 b,1062.26506,12.1,6098.173645,5020,5.34,102.275
HIP 99770 b,18600,12.2,5403.082919,8000,1.93986,40.0765
HN Lib b,36.116,2.2,5.46,3347,0.299,6.24442
HN Peg b,,11.7768,6991.57,6186,1.006954,18.1186
HR 2562 b,,12.44199,6992.224954,6597,1.334,34.0071
HR 5183 b,27000,13.1,1052.012027,5794,1.53,31.4607
HR 810 b,302.79999,12.7,1970.536123,6167,1.13,17.3181
HR 858 b,3.585287,2.004,3.55,6354,1.258,31.964
HR 858 c,5.973865,1.979,3.8,6354,1.258,31.964
HR 858 d,11.230511,2.001,7.1,6354,1.258,31.964
HR 8799 b,170000,13,2000,7204.58,1.49338,41.2441
HR 8799 c,69000,13,3000,7204.58,1.49338,41.2441
HR 8799 d,37000,13,3000,7204.58,1.49338,41.2441
HR 8799 e,20815.6,13.11453,3178.3,7400,1.49338,41.2441
HS Psc b,3.986,13.6,464.0294742,4203,0.65,37.6604
HU Aqr AB b,2390,12.8,1875.197,5952,,192.1980787
HU Aqr AB c,4368,12.9,1430.235,5952,,192.1980787
IC 4651 9122 b,734,12.7,2002.329,4740.1,10.267424,859.324
IRAS 04125+2902 b,8.834978,10.73820351,80.8,4080,1.45,159.244
ITG 15 b,,12.1,6674.396547,,,136.37
K2-10 b,19.30553,3.773,25.2,5533,0.956,272.36
K2-100 b,1.6739035,3.88,21.8,5945,1.24,188.959
K2-101 b,14.6762429,2,4.66,4927,0.76,188.33
K2-102 b,9.915615,1.3,2.24,4695,0.71,188.175
K2-104 b,1.9741954,1.79,3.86,3712,0.48,189.289
K2-105 b,8.26726,3.4,15.4,5373,0.905,197.989
K2-107 b,3.313959,15.98,266.9772,6061,1.81,685.2
K2-108 b,4.733999,5.33,59.4,5599,1.76,477.295
K2-11 b,39.93767,7.55,44.4,5433,5.15,329.309
K2-110 b,13.86375,2.592,15.9,5010,0.713,116.474
K2-111 b,5.3518963,1.837,5.35,5775,1.25,200.394
K2-111 c,15.6748,3.34,11.1,5775,1.25,200.394
K2-113 b,5.817685,12.14,410.0007,5660,1.24,635.722
K2-114 b,11.390931,10.59248676,638.8350981,4899,0.832,475.758
K2-115 b,20.2729914,11.80305668,321.0066911,5870,0.855,413.591
K2-116 b,4.655411,0.69,0.257,4348.35,0.6694,49.3855
K2-117 b,1.2916,2.03,4.78,3778,0.51,101.632
K2-117 c,5.444017,2.06,4.9,3778,0.51,101.632
K2-118 b,50.92092,2.54,6.99,4726.29,0.734626,321.722
K2-119 b,7.727283,2.53,6.94,4740,0.71,365.581
K2-12 b,8.28246,2.44,5.2,5672,1.117,326.381
K2-121 b,5.185738,7.16,51,4526,0.675,169.398
K2-122 b,2.2193023,1.16,1.65,4009,0.59,72.0444
K2-123 b,30.951524,2.76,8.05,4035,0.59,161.555
K2-124 b,6.413651,2.9,8.75,3570,0.388,140.385
K2-125 b,21.750264,2.18,5.39,3654.47,0.402049,124.156
K2-126 b,7.385655,1.97,4.54,4339,0.65,102.953
K2-127 b,3.588163,8.37,52.9,4575,0.66,709.999
K2-128 b,5.675819,1.42,2.6,4469.51,0.777569,114.637
K2-129 b,8.239493,1.04,1.12,3459.09,0.36001,27.7957
K2-13 b,39.91488,1.89,4.23,5698,0.78,342.394
K2-130 b,2.49412,1.25,2.1,4356.47,0.744261,118.011
K2-131 b,0.3693038,1.69,7.9,5120,0.7595,152.509
K2-132 b,9.1751,14.5717,155.7367,4840,3.85,609.818
K2-133 b,3.07133,1.34,2.36,3655,0.455,75.1703
K2-133 c,4.86784,1.603,3.2,3655,0.455,75.1703
K2-133 d,11.02454,2.003,4.67,3655,0.455,75.1703
K2-133 e,26.5841,1.73,3.64,3655,0.455,75.1703
K2-136 b,7.9752,1.014,4.3,4500,0.677,59.2474
K2-136 c,17.30713,3,18.1,4500,0.677,59.2474
K2-136 d,25.575,1.565,3,4500,0.677,59.2474
K2-137 b,0.179719,0.64,158.915,3697,0.29,98.8765
K2-138 b,2.35309,1.51,3.1,5356.3,0.863,202.585
K2-138 c,3.56004,2.299,6.31,5356.3,0.863,202.585
K2-138 d,5.40479,2.39,7.92,5356.3,0.863,202.585
K2-138 e,8.26146,3.39,12.97,5356.3,0.863,202.585
K2-138 f,12.75758,2.904,1.63,5356.3,0.863,202.585
K2-138 g,41.96797,3.013,4.32,5356.3,0.863,202.585
K2-139 b,28.380619,9.11,123.00021,5370,0.88,153.856
K2-14 b,8.36802,4.81,20.7,3789,0.45,364.048
K2-140 b,6.569188,13.56286665,295.5804185,5585,1.06,347.917
K2-141 b,0.2803244,1.51,4.97,4570,0.681,61.8736
K2-141 c,7.7485,7,8,4570,0.681,61.8736
K2-146 b,2.6446,2.05,5.77,3385,0.33,79.3002
K2-146 c,4.00498,2.19,7.49,3385,0.33,79.3002
K2-147 b,0.961939,1.47286006,2.77,3690,0.578,90.5494
K2-148 b,4.38395,1.33,2.33,4079,0.632,124.458
K2-148 c,6.9226,1.73,3.64,4079,0.632,124.458
K2-148 d,9.7579,1.64,3.33,4079,0.632,124.458
K2-149 b,11.332,1.64,3.33,3745,0.568,123.676
K2-15 b,11.8104,2.48,6.71,5131,0.68,493.992
K2-150 b,10.59357,2,4.66,3499,0.436,102.483
K2-151 b,3.835476,1.49,2.83,3695,0.45,69.4798
K2-152 b,32.6479,2.29,5.86,4044,0.61,108.449
K2-153 b,7.51574,2,4.66,3845,0.53,143.125
K2-154 b,3.67626,1.99,4.62,4097,0.63,129.356
K2-154 c,7.95486,2.07,4.94,4097,0.63,129.356
K2-155 b,6.342,1.8,3.89,4258,0.58,72.7998
K2-155 c,13.85,2.6,7.27,4258,0.58,72.7998
K2-155 d,40.718,1.9,4.27,4258,0.58,72.7998
K2-156 b,0.813143,1.1,1.37,4460,0.62,150.21
K2-157 b,0.3652575,0.935,1.14,5334,0.86,298.373
K2-157 c,25.942,6.08,30.8,5334,0.86,298.373
K2-157 d,66.5,5.16,23.3,5334,0.86,298.373
K2-158 b,10.06049,2.64,7.46,5503,0.95,197.299
K2-158 c,5.90279,1.28,2.18,5503,0.95,197.299
K2-159 b,12.42205,2.26,5.73,5425,0.83,170.998
K2-16 b,7.6188,2.02,4.74,4742,0.66,334.967
K2-16 c,19.07863,2.54,6.99,4742,0.66,334.967
K2-160 b,3.705871,3.17824034,10.2,5649,0.913754,315.363
K2-161 b,9.283188,6.11721229,31.1,4972,2.568173,916.319
K2-162 b,9.45889,1.44,2.67,4842,0.69,124.433
K2-163 b,6.673117,2.46610713,6.65,4937,0.762201,208.529
K2-164 b,17.355066,3.24925008,10.6,5791,2.196069,375.67
K2-165 b,2.354992,1.27443657,2.17,5185,0.803827,134.591
K2-165 c,4.382745,1.55409035,3.03,5185,0.803827,134.591
K2-165 d,14.101361,2.64809498,7.5,5185,0.803827,134.591
K2-166 b,8.52695,2.19,5.43,5960,1.61,476.882
K2-167 b,9.978541,2.36509493,6.5,6310,1.499,80.8994
K2-168 b,15.8523,1.86,4.12,5502.7,0.83,243.935
K2-169 b,6.380803,1.27328671,2.16,5548,0.919053,235.867
K2-17 b,17.96753,2.23,5.6,4320,0.66,125.106
K2-170 b,7.576544,1.41817537,2.6,5748,0.981614,392.872
K2-170 c,12.400047,1.8017647,3.9,5748,0.981614,392.872
K2-171 b,5.628466,2.68657205,7.69,5250,1.717458,606.128
K2-172 b,14.316941,1.66608079,3.42,5569,0.868889,249.742
K2-172 c,29.62682,3.20569097,10.4,5569,0.868889,249.742
K2-173 b,5.868699,1.60826194,3.22,5580,0.843154,228.641
K2-174 b,19.562307,2.6,7.27,4455,0.676,99.9293
K2-175 b,9.525988,2.03803688,4.81,5909,1.420038,247.266
K2-176 b,5.329439,1.49090097,2.83,5428,0.86416,247.302
K2-177 b,14.155185,2.1162048,5.13,6063,1.213565,492.167
K2-178 b,8.747818,3.55790985,12.4,5525,0.887267,214.753
K2-179 b,5.172191,2.51267885,6.86,5015,0.768067,190.81
K2-18 b,32.939623,2.37,8.92,3457,0.411,38.0266
K2-18 c,8.962,2.65,7.51,3457,0.411,38.0266
K2-180 b,8.865663,2.46597575,11.41003981,5365,0.719,203.896
K2-181 b,6.8941,2.69,7.7,5528,1.06,360.911
K2-182 b,4.7369696,2.71257333,20.97667486,5128,0.789,154.83
K2-183 b,0.469285,1.1,1.37,5482,0.87,329.041
K2-183 c,10.787992,2.3,5.9,5482,0.87,329.041
K2-183 d,22.620344,2.3,5.9,5482,0.87,329.041
K2-184 b,16.9780102,1.47,2.76,5245,0.75,75.5857
K2-185 b,10.616384,1.15,1.6,5788,0.94,268.357
K2-185 c,52.713494,2.39,6.3,5788,0.94,268.357
K2-186 b,41.474219,3.17207779,10.2,5784,0.98083,330.739
K2-187 b,0.77401,1.2,1.87,5438,0.83,330.916
K2-187 c,2.871512,1.4,2.54,5438,0.83,330.916
K2-187 d,7.149584,2.4,6.35,5438,0.83,330.916
K2-187 e,13.606629,1.9,4.27,5438,0.83,330.916
K2-188 b,1.742169,1.35,2.39,5977,1.19,446.821
K2-188 c,7.810253,2.83,8.4,5977,1.19,446.821
K2-189 b,2.58812,1.403,2.55,5442,0.879,242.113
K2-189 c,6.67932,2.31,5.95,5442,0.879,242.113
K2-19 b,7.9193,7,30.8,5322,0.82,289.827
K2-19 c,11.906,4.1,11,5322,0.82,289.827
K2-19 d,2.50827,1.044,6.2,5350,0.824,289.827
K2-190 b,10.098858,1.35673729,2.41,5631,0.912206,160.679
K2-190 c,21.574023,1.09308317,1.34,5631,0.912206,160.679
K2-191 b,2.858646,1.57889322,3.12,5176,0.839696,287.188
K2-192 b,4.162817,1.52,2.92,5222,0.81,221.753
K2-193 b,14.786889,3.95,14.8,5817,0.98,411.923
K2-194 b,39.721386,3.64229858,12.9,5979,1.281115,629.51
K2-195 b,15.852975,3.13,9.96,5713,0.99,315.014
K2-195 c,28.482786,2.57581891,7.16,5712,0.906367,315.014
K2-196 b,48.324222,3.59970536,12.6,6045,1.538801,584.877
K2-197 b,8.357881,2.56,7.08,5667,0.93,247.637
K2-198 b,17.0428683,4.189,16.3,5212.9,0.757,110.567
K2-198 c,3.3596055,1.423,2.61,5212.9,0.757,110.567
K2-198 d,7.4500177,2.438,6.52,5212.9,0.757,110.567
K2-199 b,3.2253993,1.73,6.9,4491,0.682,107.518
K2-199 c,7.3744897,2.85,12.4,4491,0.682,107.518
K2-200 b,2.849883,1.3643987,2.43,5233,0.791736,184.131
K2-201 b,1.05979,1.40006712,2.54,5507,0.878161,197.932
K2-201 c,22.779878,3.28568401,10.8,5507,0.878161,197.932
K2-2016-BLG-0005L b,4700,13.7,349.6112477,,,5200
K2-202 b,3.405164,2.30165603,5.91,5491,0.910685,300.397
K2-203 b,9.6952,1.26549392,2.14,5026,0.765,166.147
K2-204 b,7.055908,3.17214154,10.2,5783,1.253,577.235
K2-205 b,26.672263,1.99552771,4.64,5890,1.077574,405.301
K2-206 b,18.294549,2.79522879,8.22,5043,0.758046,244.443
K2-207 b,12.48749,2.60585269,7.3,5522,0.928158,363.064
K2-208 b,4.19097,1.67462172,3.45,5500,0.872,256.887
K2-209 b,2.080615,0.86850263,0.586,4720,0.712365,76.4986
K2-21 b,9.325038,1.84,4.04,4222.06,0.646783,83.6448
K2-21 c,15.50192,2.49,6.76,4222.06,0.646783,83.6448
K2-210 b,0.57023,0.86,0.566,5500,0.89,176.51
K2-211 b,0.669561,1.33162691,2.33,5117,0.818,272.297
K2-212 b,9.795647,2.65,7.51,4349,0.678,109.218
K2-213 b,8.13087,1.51398464,2.9,5794,1.20424,389.702
K2-214 b,8.59656,2.51,6.85,5875,1.236,300.64
K2-215 b,8.269648,2.12381238,5.16,5704,0.974398,403.964
K2-216 b,2.1748,1.75,8,4503,0.72,115.461
K2-217 b,14.074524,3.57854073,12.5,5967,1.333718,381.878
K2-218 b,8.679885,2.56948149,7.13,5757,1.008231,394.083
K2-219 b,3.901287,1.34762583,2.38,5753,1.189232,325.4
K2-219 c,6.66767,1.43839723,2.66,5753,1.189232,325.4
K2-219 d,11.137278,2.57634456,7.16,5753,1.189232,325.4
K2-22 b,0.381073,2.3,444.962,3879,0.58,243.836
K2-220 b,13.68186,2.37,6.21,5612,1.026,233.514
K2-221 b,2.399094,1.67890272,3.46,5716,0.947599,318.81
K2-222 b,15.3889274,2.275,7.5,5942,1.072,101.321
K2-223 b,0.50557,0.89,0.64,5859,1,198.604
K2-223 c,4.562546,1.5,2.86,5859,1,198.604
K2-224 b,4.47904,1.56,3.05,5620,0.84,275.255
K2-224 c,10.09489,2.41,6.39,5620,0.84,275.255
K2-225 b,15.8723,3.60929179,12.7,5520,1.7,357.778
K2-226 b,3.27109,1.53899305,2.98,5288,0.889,211.265
K2-227 b,13.621832,1.66551298,3.41,5673,0.890666,187.234
K2-228 b,2.69828,1.21,1.92,4715,0.65,129.46
K2-229 b,0.584216,1,2.55,5315,0.79,102.564
K2-229 c,8.32727,2.03,7,5315,0.79,102.564
K2-230 b,2.86041,1.96,4.5,5945,1.39,540.773
K2-231 b,13.841901,2.5,6.8,5695,0.95,321.215
K2-232 b,11.168454,11.209,126.49634,6154,1.161,130.72
K2-233 b,2.467583,1.315,2.4,4796,0.71,67.5062
K2-233 c,7.06024,1.272,4.6,4796,0.71,67.5062
K2-233 d,24.3681,2.363,10.3,4796,0.71,67.5062
K2-237 b,2.18053332,16.06246934,434.153604,6180,1.236,314.995
K2-238 b,3.20466,14.5717,273.3338,5630,1.59,537.963
K2-239 b,5.24,1.1,1.37,3420,0.36,31.0849
K2-239 c,7.775,1,0.972,3420,0.36,31.0849
K2-239 d,10.115,1.1,1.37,3420,0.36,31.0849
K2-24 b,20.88977,5.4,19,5625,1.16,170.562
K2-24 c,42.3391,7.5,15.4,5625,1.16,170.562
K2-240 b,6.034,2,4.66,3810,0.54,72.9105
